,airline,eco_news,glo_warm,text_emo,emotion_hf,tweet_eval
airline,0.0,0.0019744818564504385,0.0016511906869709492,0.001304427976720035,0.002735292771831155,0.0013410241808742285
eco_news,0.0019744818564504385,0.0,0.001789894187822938,0.002013777382671833,0.003144860966131091,0.0015786774456501007
glo_warm,0.0016511906869709492,0.001789894187822938,0.0,0.001685454393737018,0.0028376199770718813,0.0012674727477133274
text_emo,0.001304427976720035,0.002013777382671833,0.001685454393737018,0.0,0.0024093296378850937,0.0013208672171458602
emotion_hf,0.002735292771831155,0.003144860966131091,0.0028376199770718813,0.0024093296378850937,0.0,0.002535945037379861
tweet_eval,0.0013410241808742285,0.0015786774456501007,0.0012674727477133274,0.0013208672171458602,0.002535945037379861,0.0
